age,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,contact_cellular,contact_telephone,marital_divorced,marital_married,marital_single,job_admin.,job_blue_collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self_employed,job_services,job_student,job_technician,job_unemployed,job_unknown,days_in_year
58,3,0,1280,0,1,9,7,112,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
48,1,0,1744,0,0,9,7,181,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
42,1,0,0,0,0,9,7,108,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
58,1,0,2348,0,0,9,7,226,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
37,1,0,1241,0,0,9,7,60,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,191
35,3,0,2518,0,0,9,7,400,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
44,2,0,1497,0,0,9,7,60,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
35,3,0,2308,0,1,9,7,540,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
58,1,0,258,0,0,9,7,174,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
41,2,0,176,0,0,9,7,196,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
47,2,0,150,0,0,9,7,52,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
35,2,0,-3,0,0,9,7,438,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,191
46,1,0,39,0,0,9,7,74,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
58,3,0,5,1,0,9,7,412,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191
34,3,0,5011,1,0,9,7,311,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
45,1,0,261,0,0,9,7,123,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,191
49,1,0,49,0,0,9,7,232,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191
37,1,0,7027,0,0,9,7,65,1,-1,0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,191
51,3,0,150,0,0,9,7,146,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,191
59,2,0,1491,0,0,9,7,157,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,191
51,2,0,-467,0,0,9,7,216,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
46,2,0,154,0,0,9,7,79,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191
25,2,0,77,1,0,9,7,220,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
38,2,0,1005,1,1,9,7,152,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
39,1,0,1530,1,0,9,7,140,1,-1,0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,191
37,2,1,0,0,0,9,7,89,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
45,1,0,4289,1,0,9,7,400,1,-1,0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,191
40,1,0,397,0,0,9,7,163,1,-1,0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,191
39,3,0,2810,0,0,9,7,77,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
40,2,0,37,0,0,9,7,356,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
54,1,0,215,0,1,9,7,117,2,-1,0,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191
35,2,0,5768,1,1,9,7,145,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
49,2,0,-46,1,0,9,7,1055,10,-1,0,0.5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191
41,2,0,5585,0,0,9,7,772,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
56,3,0,917,0,0,9,7,306,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,191
39,1,0,1873,0,0,9,7,161,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
41,1,0,16431,0,0,9,7,139,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
37,1,0,178,1,1,9,7,72,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
52,1,0,3899,0,0,9,7,49,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191
36,2,0,300,0,0,9,7,287,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
56,2,0,2146,0,1,9,7,594,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
58,3,0,2920,1,0,9,7,136,1,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,191
38,2,0,994,0,0,9,7,119,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
53,1,0,443,0,0,9,7,422,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191
44,3,0,2876,0,0,9,7,125,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
53,1,0,0,0,0,9,7,114,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,191
54,3,1,153,0,0,9,7,99,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
39,3,0,10483,0,0,9,7,218,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
30,3,0,156,1,0,9,7,174,9,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,191
47,1,0,214,1,1,9,7,168,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
39,2,0,633,0,0,9,7,233,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
35,2,0,14000,0,0,9,7,121,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
41,1,0,884,0,0,9,7,322,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
58,2,0,630,0,0,9,7,443,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,191
39,1,0,7372,0,0,9,7,76,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,191
36,3,0,7821,0,0,9,7,217,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191
57,1,0,0,0,0,9,7,257,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
50,2,0,1595,0,0,9,7,882,1,-1,0,0.5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
47,2,0,1046,0,0,9,7,83,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
38,2,0,0,1,0,9,7,254,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
50,2,0,1484,0,0,9,7,213,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
44,2,0,11016,0,0,9,7,252,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
57,1,0,0,0,0,9,7,540,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,191
56,1,0,547,0,0,9,7,84,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
38,2,0,53,0,0,9,7,280,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,191
57,1,0,179,0,0,9,7,230,3,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
53,2,1,-896,0,1,9,7,452,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191
42,2,0,13242,0,0,9,7,149,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,191
38,1,0,2569,0,0,9,7,172,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
50,1,0,208,0,0,9,7,51,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,191
49,1,0,505,0,0,9,7,35,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,191
39,2,0,5201,0,0,9,7,317,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
49,2,0,3169,0,0,9,7,626,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
31,3,0,499,1,0,9,7,122,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,191
48,2,0,635,0,0,9,7,236,2,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191
47,3,0,4568,0,0,9,7,100,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
56,2,0,819,0,0,9,7,55,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
39,2,0,2601,0,0,9,7,70,1,-1,0,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,191
55,2,0,8592,0,0,9,7,255,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
39,2,0,235,0,0,9,7,217,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,191
36,1,0,22856,0,0,9,7,1098,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
38,2,0,840,0,0,9,7,176,6,-1,0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,191
45,1,0,1100,0,0,9,7,331,6,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
43,3,0,1046,0,0,9,7,901,1,-1,0,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,191
47,2,0,361,0,0,9,7,123,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,191
59,2,0,1173,0,0,9,7,77,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,191
60,2,0,2508,0,0,9,7,91,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
45,3,0,212,0,0,9,7,63,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,191
39,1,0,0,0,0,9,7,173,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
36,1,0,179,0,0,9,7,411,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
47,2,0,10179,1,0,9,7,179,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
57,2,0,164,0,0,9,7,139,2,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191
43,2,0,1462,0,0,9,7,75,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,191
49,1,0,902,0,0,9,7,210,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
58,3,0,1382,0,0,9,7,700,1,-1,0,0.5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,191
59,3,0,1197,1,0,9,7,329,4,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,191
45,1,0,-322,0,0,9,7,225,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
54,2,0,0,0,0,9,7,96,1,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,191
60,1,0,1190,0,0,9,7,166,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191
38,2,0,6975,0,0,9,7,186,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
45,2,0,2152,0,0,9,7,92,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
51,2,0,3558,1,0,9,7,80,3,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
55,2,0,776,0,0,9,7,67,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,191
53,1,0,2096,0,0,9,7,104,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
50,3,0,3117,0,0,9,7,174,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
38,2,0,2423,1,0,9,7,37,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
57,2,0,5553,0,1,9,7,589,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
58,1,0,422,0,0,9,7,183,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
53,2,0,1626,0,0,9,7,151,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
40,3,0,10035,0,0,9,7,29,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
46,1,0,103,0,0,9,7,186,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
36,2,0,26,0,0,9,7,73,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
48,2,0,533,0,0,9,7,63,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
35,3,0,1012,0,0,9,7,105,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
59,1,0,1320,0,0,9,7,522,1,-1,0,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,191
45,2,0,-1036,1,0,9,7,65,17,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
36,2,0,60,0,0,9,7,557,2,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,191
51,3,0,1057,0,0,9,7,149,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
52,2,0,3034,0,0,9,7,206,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
36,2,0,2054,0,0,9,7,378,1,-1,0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,191
38,2,0,-104,1,0,9,7,100,7,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
42,2,0,0,0,0,9,7,81,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
55,1,0,229,0,1,9,7,175,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
38,2,0,-323,1,0,9,7,250,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
49,2,0,0,0,0,9,7,156,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
37,1,0,1021,0,0,9,7,173,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
47,2,0,-423,0,0,9,7,127,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
38,3,0,1619,0,0,9,7,324,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,191
37,1,0,5473,0,1,9,7,198,2,-1,0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,191
46,2,0,9326,0,1,9,7,105,1,-1,0,0.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,191
57,1,0,473,0,0,9,7,87,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
60,1,0,4895,0,0,9,7,313,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
53,1,0,4222,0,0,9,7,112,1,-1,0,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,191
46,1,0,75,0,0,9,7,302,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
36,3,0,669,0,0,9,7,91,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
56,2,0,450,0,0,9,7,47,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,191
52,2,0,944,0,1,9,7,119,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191
50,3,0,861,0,0,9,7,117,1,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,191
44,3,0,349,0,0,9,7,58,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
37,2,0,1134,1,0,9,7,142,3,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,191
45,1,0,665,0,0,9,7,183,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
42,2,0,314,0,0,9,7,249,2,-1,0,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191
35,2,0,1035,1,1,9,7,274,2,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
52,2,0,1004,1,0,9,7,144,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
51,1,0,3982,0,0,9,7,23,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191
47,2,0,533,0,1,9,7,128,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
38,1,0,217,1,0,9,7,491,6,-1,0,0.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
45,1,0,900,1,0,9,7,213,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
58,2,0,835,0,0,9,7,164,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
45,2,0,967,0,0,9,7,63,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
52,2,0,603,0,1,9,7,79,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,191
36,2,0,284,0,0,9,7,114,1,-1,0,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,191
37,2,0,1699,0,0,9,7,63,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,191
36,2,0,13698,0,0,9,7,136,1,-1,0,0.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,191
57,1,0,0,0,0,9,7,97,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191
45,3,0,0,0,0,9,7,100,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
47,2,0,-364,1,1,9,7,240,2,-1,0,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,191
40,3,0,2946,0,0,9,7,78,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
48,1,0,183,0,0,9,7,940,1,-1,0,0.5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,191
39,1,0,267,0,0,9,7,1151,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
52,1,0,537,0,0,9,7,85,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,191
52,1,0,5137,0,0,9,7,199,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
37,2,0,1093,0,0,9,7,160,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
51,1,0,0,0,0,9,7,166,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
55,2,0,190,0,0,9,7,271,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
40,1,0,400,0,0,9,7,317,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,191
44,2,0,20,0,0,9,7,98,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,191
52,2,0,-9,0,0,9,7,123,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,191
37,2,0,439,0,0,9,7,321,1,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
57,1,0,0,0,0,9,7,73,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
35,2,0,305,0,0,9,7,327,2,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,191
36,3,0,2823,0,0,9,7,411,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
36,2,0,561,1,0,9,7,198,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
40,2,0,-1,0,0,9,7,24,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191
41,3,0,1104,0,0,9,7,352,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,191
60,3,0,2261,0,0,9,7,245,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,191
55,1,0,2603,0,0,9,7,559,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
44,2,0,1012,0,0,9,7,440,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,191
42,3,0,1206,0,0,9,7,136,4,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,191
38,1,0,359,0,0,9,7,242,4,-1,0,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191
35,2,0,8412,0,0,9,7,479,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
54,3,0,2226,1,0,9,7,514,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
56,1,0,1172,0,0,9,7,91,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
40,2,0,88,1,0,9,7,78,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
42,2,0,1030,0,0,9,7,148,3,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,191
57,1,0,7880,0,0,9,7,318,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,191
47,2,0,3644,0,0,9,7,83,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,191
45,2,0,276,0,1,9,7,346,2,-1,0,0.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,191
57,1,0,1153,1,1,9,7,238,6,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,191
41,3,0,1666,0,0,9,7,291,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,191
43,2,0,5571,0,0,9,7,149,1,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,191
60,1,0,17413,0,0,9,7,200,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,191
60,1,0,4903,0,1,9,7,290,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
37,1,0,4997,0,0,9,7,172,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,191
56,2,0,4309,1,0,9,7,465,6,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
57,1,0,3570,0,0,9,7,233,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
40,3,0,3571,0,0,9,7,222,3,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,191
39,3,0,3281,0,0,9,7,90,4,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,191
37,2,0,718,0,1,9,7,215,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
41,2,0,90,0,0,9,7,171,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
49,2,0,81,0,1,9,7,493,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191
57,1,0,595,0,0,9,7,188,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
50,1,0,791,0,0,9,7,17,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,191
48,2,0,5,0,0,9,7,65,6,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,191
41,1,0,510,0,0,9,7,316,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191
